,0
1873,55939
1874,55939
1875,55939
1876,55939
1877,55939
1878,55939
1879,55939
1880,55939
1881,55939
1882,55939
1883,55860
1884,55860
1885,55860
1886,55860
1887,55860
1888,55860
1889,55860
1890,55860
1891,55860
1892,55860
1893,55860
1894,55860
1895,55860
1896,55860
1897,55860
1898,55860
1899,55860
1900,55860
1901,55860
1902,55860
1903,55860
1904,55860
1905,55860
1906,55777
1907,55777
1908,55777
1909,55777
1910,55777
1911,55777
1912,55777
1913,55777
1914,55777
1915,55777
1916,55777
1917,55777
1918,55777
1919,55777
1920,55777
1921,55777
1922,55777
1923,55777
1924,55777
1925,55777
1926,55777
1927,55777
1928,55777
1929,55777
1930,55690
1931,55690
1932,55690
1933,55690
1934,55690
1935,55690
1936,55690
1937,55690
1938,55690
1939,55690
1940,55690
1941,55690
1942,55690
1943,55690
1944,55690
1945,55690
1946,55690
1947,55690
1948,55690
1949,55690
1950,55690
1951,55690
1952,55690
1953,55690
1954,55599
1955,55599
1956,55599
1957,55599
1958,55599
1959,55599
1960,55599
1961,55599
1962,55599
1963,55599
1964,55599
1965,55599
1966,55599
1967,55599
1968,55599
1969,55599
1970,55599
1971,55599
1972,55599
1973,55599
1974,55599
1975,55599
1976,55599
1977,55599
1978,55505
1979,55505
1980,55505
1981,55505
1982,55505
1983,55505
1984,55505
1985,55505
1986,55505
1987,55505
1988,55505
1989,55505
1990,55505
1991,55505
1992,55505
1993,55505
1994,55505
1995,55505
1996,55505
1997,55505
1998,55505
1999,55505
2000,55505
2001,55505
2002,55408
2003,55408
2004,55408
2005,55408
2006,55408
2007,55408
2008,55408
2009,55408
2010,55408
2011,55408
2012,55408
2013,55408
2014,55408
2015,55408
2016,55408
2017,55408
2018,55408
2019,55408
2020,55408
2021,55408
2022,55408
2023,55408
2024,55408
2025,55408
2026,55306
2027,55306
2028,55306
2029,55306
2030,55306
2031,55306
2032,55306
2033,55306
2034,55306
2035,55306
2036,55306
2037,55306
2038,55306
2039,55306
2040,55306
2041,55306
2042,55306
2043,55306
2044,55306
2045,55306
2046,55306
2047,55306
2048,55306
2049,55306
2050,55202
2051,55202
2052,55202
2053,55202
2054,55202
2055,55202
2056,55202
2057,55202
2058,55202
2059,55202
2060,55202
2061,55202
2062,55202
2063,55202
2064,55202
2065,55202
2066,55202
2067,55202
2068,55202
2069,55202
2070,55202
2071,55202
2072,55202
2073,55202
2074,55094
2075,55094
2076,55094
2077,55094
2078,55094
2079,55094
2080,55094
2081,55094
2082,55094
2083,55094
2084,55094
2085,55094
2086,55094
2087,55094
2088,55094
2089,55094
2090,55094
2091,55094
2092,55094
2093,55094
2094,55094
2095,55094
2096,55094
2097,55094
2098,54982
2099,54982
2100,54982
2101,54982
2102,54982
2103,54982
2104,54982
2105,54982
2106,54982
2107,54982
2108,54982
2109,54982
2110,54982
2111,54982
2112,54982
2113,54982
2114,54982
2115,54982
2116,54982
2117,54982
2118,54982
2119,54982
2120,54982
2121,54982
2122,54868
2123,54868
2124,54868
2125,54868
2126,54868
2127,54868
2128,54868
2129,54868
2130,54868
2131,54868
2132,54868
2133,54868
2134,54868
2135,54868
2136,54868
2137,54868
2138,54868
2139,54868
2140,54868
2141,54868
2142,54868
2143,54868
2144,54868
2145,54868
2146,54750
2147,54750
2148,54750
2149,54750
2150,54750
2151,54750
2152,54750
2153,54750
2154,54750
2155,54750
2156,54750
2157,54750
2158,54750
2159,54750
2160,54750
2161,54750
2162,54750
2163,54750
2164,54750
2165,54750
2166,54750
2167,54750
2168,54750
2169,54750
2170,54630
2171,54630
2172,54630
2173,54630
2174,54630
2175,54630
2176,54630
2177,54630
2178,54630
2179,54630
2180,54630
2181,54630
2182,54630
2183,54630
2184,54630
2185,54630
2186,54630
2187,54630
2188,54630
2189,54630
2190,54630
2191,54630
2192,54630
2193,54630
2194,54506
2195,54506
2196,54506
2197,54506
2198,54506
2199,54506
2200,54506
2201,54506
2202,54506
2203,54506
2204,54506
2205,54506
2206,54506
2207,54506
2208,54506
2209,54506
2210,54506
2211,54506
2212,54506
2213,54506
2214,54506
2215,54506
2216,54506
2217,54506
2218,54379
2219,54379
2220,54379
2221,54379
2222,54379
2223,54379
2224,54379
2225,54379
2226,54379
2227,54379
2228,54379
2229,54379
2230,54379
2231,54379
2232,54379
2233,54379
2234,54379
2235,54379
2236,54379
2237,54379
2238,54379
2239,54379
2240,54379
2241,54379
2242,54251
2243,54251
2244,54251
2245,54251
2246,54251
2247,54251
2248,54251
2249,54251
2250,54251
2251,54251
2252,54251
2253,54251
2254,54251
2255,54251
2256,54251
2257,54251
2258,54251
2259,54251
2260,54251
2261,54251
2262,54251
2263,54251
2264,54251
2265,54251
2266,54118
2267,54118
2268,54118
2269,54118
2270,54118
2271,54118
2272,54118
2273,54118
2274,54118
2275,54118
2276,54118
2277,54118
2278,54118
2279,54118
2280,54118
2281,54118
2282,54118
2283,54118
2284,54118
2285,54118
2286,54118
2287,54118
2288,54118
2289,54118
2290,53984
2291,53984
2292,53984
2293,53984
2294,53984
2295,53984
2296,53984
2297,53984
2298,53984
2299,53984
2300,53984
2301,53984
2302,53984
2303,53984
2304,53984
2305,53984
2306,53984
2307,53984
2308,53984
2309,53984
2310,53984
2311,53984
2312,53984
2313,53984
2314,53847
2315,53847
2316,53847
2317,53847
2318,53847
2319,53847
2320,53847
2321,53847
2322,53847
2323,53847
2324,53847
2325,53847
2326,53847
2327,53847
2328,53847
2329,53847
2330,53847
2331,53847
2332,53847
2333,53847
2334,53847
2335,53847
2336,53847
2337,53847
2338,53707
2339,53707
2340,53707
2341,53707
2342,53707
2343,53707
2344,53707
2345,53707
2346,53707
2347,53707
2348,53707
2349,53707
2350,53707
2351,53707
2352,53707
2353,53707
2354,53707
2355,53707
2356,53707
2357,53707
2358,53707
2359,53707
2360,53707
2361,53707
2362,53565
2363,53565
2364,53565
2365,53565
2366,53565
2367,53565
2368,53565
2369,53565
2370,53565
2371,53565
2372,53565
2373,53565
2374,53565
2375,53565
2376,53565
2377,53565
2378,53565
2379,53565
2380,53565
2381,53565
2382,53565
2383,53565
2384,53565
2385,53565
2386,53421
2387,53421
2388,53421
2389,53421
2390,53421
2391,53421
2392,53421
2393,53421
2394,53421
2395,53421
2396,53421
2397,53421
2398,53421
2399,53421
2400,53421
2401,53421
2402,53421
2403,53421
2404,53421
2405,53421
2406,53421
2407,53421
2408,53421
2409,53421
2410,53274
2411,53274
2412,53274
2413,53274
2414,53274
2415,53274
2416,53274
2417,53274
2418,53274
2419,53274
2420,53274
2421,53274
2422,53274
2423,53274
2424,53274
2425,53274
2426,53274
2427,53274
2428,53274
2429,53274
2430,53274
2431,53274
2432,53274
2433,53274
2434,53126
2435,53126
2436,53126
2437,53126
2438,53126
2439,53126
2440,53126
2441,53126
2442,53126
2443,53126
2444,53126
2445,53126
2446,53126
2447,53126
2448,53126
2449,53126
2450,53126
2451,53126
2452,53126
2453,53126
2454,53126
2455,53126
2456,53126
2457,53126
2458,52975
2459,52975
2460,52975
2461,52975
2462,52975
2463,52975
2464,52975
2465,52975
2466,52975
2467,52975
2468,52975
2469,52975
2470,52975
2471,52975
2472,52975
2473,52975
2474,52975
2475,52975
2476,52975
2477,52975
2478,52975
2479,52975
2480,52975
2481,52975
2482,52823
2483,52823
2484,52823
2485,52823
2486,52823
2487,52823
2488,52823
2489,52823
2490,52823
2491,52823
2492,52823
2493,52823
2494,52823
2495,52823
