,date_time,clouds_all,temp_f,pressure,humidity,wind_speed,wind_deg,hour,day_of_year,month,sin_day,cos_day,sin_hour,cos_hour,sin_month,cos_month,dl_sec
28,2019-11-22 03:00:00,0,21.76,1019,75,9.69,304,3,326,11,-0.622046748440868,0.7829801036770625,0.7071067811865475,0.7071067811865476,-0.5000000000000004,0.8660254037844384,33453
29,2019-11-22 06:00:00,0,21.6,1019,78,8.32,303,6,326,11,-0.622046748440868,0.7829801036770625,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,33453
30,2019-11-22 09:00:00,0,23.11,1020,71,7.74,300,9,326,11,-0.622046748440868,0.7829801036770625,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,33453
31,2019-11-22 12:00:00,0,28.56,1019,64,7.52,280,12,326,11,-0.622046748440868,0.7829801036770625,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,33453
32,2019-11-22 15:00:00,52,31.93,1018,67,6.33,264,15,326,11,-0.622046748440868,0.7829801036770625,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,33453
33,2019-11-22 18:00:00,53,28.71,1017,79,5.77,217,18,326,11,-0.622046748440868,0.7829801036770625,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,33453
34,2019-11-22 21:00:00,0,29.55,1016,79,8.05,212,21,326,11,-0.622046748440868,0.7829801036770625,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,33453
35,2019-11-23 00:00:00,0,29.86,1014,81,9.04,209,0,327,11,-0.6084768701151264,0.7935716089521472,0.0,1.0,-0.5000000000000004,0.8660254037844384,33334
36,2019-11-23 03:00:00,31,29.97,1011,80,10.47,206,3,327,11,-0.6084768701151264,0.7935716089521472,0.7071067811865475,0.7071067811865476,-0.5000000000000004,0.8660254037844384,33334
37,2019-11-23 06:00:00,64,29.91,1009,80,10.07,225,6,327,11,-0.6084768701151264,0.7935716089521472,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,33334
38,2019-11-23 09:00:00,52,31.05,1010,78,8.39,278,9,327,11,-0.6084768701151264,0.7935716089521472,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,33334
39,2019-11-23 12:00:00,26,34.81,1011,70,10.63,317,12,327,11,-0.6084768701151264,0.7935716089521472,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,33334
