,0
442,56170
443,56170
444,56170
445,56170
446,56170
447,56170
448,56170
449,56170
450,56190
451,56190
452,56190
453,56190
454,56190
455,56190
456,56190
457,56190
458,56190
459,56190
460,56190
461,56190
462,56190
463,56190
464,56190
465,56190
466,56190
467,56190
468,56190
469,56190
470,56190
471,56190
472,56190
473,56190
474,56204
475,56204
476,56204
477,56204
478,56204
479,56204
480,56204
481,56204
482,56204
483,56204
484,56204
485,56204
486,56204
487,56204
488,56204
489,56204
490,56204
491,56204
492,56204
493,56204
494,56204
495,56204
496,56204
497,56204
498,56216
499,56216
500,56216
501,56216
502,56216
503,56216
504,56216
505,56216
506,56216
507,56216
508,56216
509,56216
510,56216
511,56216
512,56216
513,56216
514,56216
515,56216
516,56216
517,56216
518,56216
519,56216
520,56216
521,56216
522,56222
523,56222
524,56222
525,56222
526,56222
527,56222
528,56222
529,56222
530,56222
531,56222
532,56222
533,56222
534,56222
535,56222
536,56222
537,56222
538,56222
539,56222
540,56222
541,56222
542,56222
543,56222
544,56222
545,56222
546,56224
547,56224
548,56224
549,56224
550,56224
551,56224
552,56224
553,56224
554,56224
555,56224
556,56224
557,56224
558,56224
559,56224
560,56224
561,56224
562,56224
563,56224
564,56224
565,56224
566,56224
567,56224
568,56224
569,56224
570,56221
571,56221
572,56221
573,56221
574,56221
575,56221
576,56221
577,56221
578,56221
579,56221
580,56221
581,56221
582,56221
583,56221
584,56221
585,56221
586,56221
587,56221
588,56221
589,56221
590,56221
591,56221
592,56221
593,56221
594,56214
595,56214
596,56214
597,56214
598,56214
599,56214
600,56214
601,56214
602,56214
603,56214
604,56214
605,56214
606,56214
607,56214
608,56214
609,56214
610,56214
611,56214
612,56214
613,56214
614,56214
615,56214
616,56214
617,56214
618,56202
619,56202
620,56202
621,56202
622,56202
623,56202
624,56202
625,56202
626,56202
627,56202
628,56202
629,56202
630,56202
631,56202
632,56202
633,56202
634,56202
635,56202
636,56202
637,56202
638,56202
639,56202
640,56202
641,56202
642,56186
643,56186
644,56186
645,56186
646,56186
647,56186
648,56186
649,56186
650,56186
651,56186
652,56186
653,56186
654,56186
655,56186
656,56186
657,56186
658,56186
659,56186
660,56186
661,56186
662,56186
663,56186
664,56186
665,56186
666,56167
667,56167
668,56167
669,56167
670,56167
671,56167
672,56167
673,56167
674,56167
675,56167
676,56167
677,56167
678,56167
679,56167
680,56167
681,56167
682,56167
683,56167
684,56167
685,56167
686,56167
687,56167
688,56167
689,56167
690,56142
691,56142
692,56142
693,56142
694,56142
695,56142
696,56142
697,56142
698,56142
699,56142
700,56142
701,56142
702,56142
703,56142
704,56142
705,56142
706,56142
707,56142
708,56142
709,56142
710,56142
711,56142
712,56142
713,56142
714,56112
715,56112
716,56112
717,56112
718,56112
719,56112
720,56112
721,56112
722,56112
723,56112
724,56112
725,56112
726,56112
727,56112
728,56112
729,56112
730,56112
731,56112
732,56112
733,56112
734,56112
735,56112
736,56112
737,56112
738,56079
739,56079
740,56079
741,56079
742,56079
743,56079
744,56079
745,56079
746,56079
747,56079
748,56079
749,56079
750,56079
751,56079
752,56079
753,56079
754,56079
755,56079
756,56079
757,56079
758,56079
759,56079
760,56079
761,56079
762,56041
763,56041
764,56041
765,56041
766,56041
767,56041
768,56041
769,56041
770,56041
771,56041
772,56041
773,56041
774,56041
775,56041
776,56041
777,56041
778,56041
779,56041
780,56041
781,56041
782,56041
783,56041
784,56041
785,56041
786,56000
787,56000
788,56000
789,56000
790,56000
791,56000
792,56000
793,56000
794,56000
795,56000
796,56000
797,56000
798,56000
799,56000
800,56000
801,56000
802,56000
803,56000
804,56000
805,56000
806,56000
807,56000
808,56000
809,56000
810,55953
811,55953
812,55953
813,55953
814,55953
815,55953
816,55953
817,55953
818,55953
819,55953
820,55953
821,55953
822,55953
823,55953
824,55953
825,55953
826,55953
827,55953
828,55953
829,55953
830,55953
831,55953
832,55953
833,55953
834,55903
835,55903
836,55903
837,55903
838,55903
839,55903
840,55903
841,55903
842,55903
843,55903
844,55903
845,55903
846,55903
847,55903
848,55903
849,55903
850,55903
851,55903
852,55903
853,55903
854,55903
855,55903
856,55903
857,55903
858,55849
859,55849
860,55849
861,55849
862,55849
863,55849
864,55849
865,55849
866,55849
867,55849
868,55849
869,55849
870,55849
871,55849
872,55849
873,55849
874,55849
875,55849
876,55849
877,55849
878,55849
879,55849
880,55849
881,55849
882,55790
883,55790
884,55790
885,55790
886,55790
887,55790
888,55790
889,55790
890,55790
891,55790
892,55790
893,55790
894,55790
895,55790
896,55790
897,55790
898,55790
899,55790
900,55790
901,55790
902,55790
903,55790
904,55790
905,55790
906,55727
907,55727
908,55727
909,55727
910,55727
911,55727
912,55727
913,55727
914,55727
915,55727
916,55727
917,55727
918,55727
919,55727
920,55727
921,55727
922,55727
923,55727
924,55727
925,55727
926,55727
927,55727
928,55727
929,55727
930,55660
931,55660
932,55660
933,55660
934,55660
935,55660
936,55660
937,55660
938,55660
939,55660
940,55660
941,55660
942,55660
943,55660
944,55660
945,55660
946,55660
947,55660
948,55660
949,55660
950,55660
951,55660
952,55660
953,55660
954,55590
955,55590
956,55590
957,55590
958,55590
959,55590
960,55590
961,55590
962,55590
963,55590
964,55590
965,55590
966,55590
967,55590
968,55590
969,55590
970,55590
971,55590
972,55590
973,55590
974,55590
975,55590
976,55590
977,55590
978,55516
979,55516
980,55516
981,55516
982,55516
983,55516
984,55516
985,55516
986,55516
987,55516
988,55516
989,55516
990,55516
991,55516
992,55516
993,55516
994,55516
995,55516
996,55516
997,55516
998,55516
999,55516
1000,55516
1001,55516
1002,55438
1003,55438
1004,55438
1005,55438
1006,55438
1007,55438
1008,55438
1009,55438
1010,55438
1011,55438
1012,55438
1013,55438
1014,55438
1015,55438
1016,55438
1017,55438
1018,55438
1019,55438
1020,55438
1021,55438
1022,55438
1023,55438
1024,55438
1025,55438
1026,55356
1027,55356
1028,55356
1029,55356
1030,55356
1031,55356
1032,55356
1033,55356
1034,55356
1035,55356
1036,55356
1037,55356
1038,55356
1039,55356
1040,55356
1041,55356
1042,55356
1043,55356
1044,55356
1045,55356
1046,55356
1047,55356
1048,55356
1049,55356
1050,55270
1051,55270
1052,55270
1053,55270
1054,55270
1055,55270
1056,55270
1057,55270
1058,55270
1059,55270
1060,55270
1061,55270
1062,55270
1063,55270
1064,55270
1065,55270
1066,55270
1067,55270
1068,55270
1069,55270
1070,55270
1071,55270
1072,55270
1073,55270
1074,55182
1075,55182
1076,55182
1077,55182
1078,55182
1079,55182
1080,55182
1081,55182
1082,55182
1083,55182
1084,55182
1085,55182
1086,55182
1087,55182
1088,55182
1089,55182
1090,55182
1091,55182
1092,55182
1093,55182
1094,55182
1095,55182
1096,55182
1097,55182
1098,55089
1099,55089
1100,55089
1101,55089
1102,55089
1103,55089
1104,55089
1105,55089
1106,55089
1107,55089
1108,55089
1109,55089
1110,55089
1111,55089
1112,55089
1113,55089
1114,55089
1115,55089
1116,55089
1117,55089
1118,55089
1119,55089
1120,55089
1121,55089
1122,54992
1123,54992
1124,54992
1125,54992
1126,54992
1127,54992
1128,54992
1129,54992
1130,54992
1131,54992
1132,54992
1133,54992
1134,54992
1135,54992
1136,54992
1137,54992
1138,54992
1139,54992
1140,54992
1141,54992
1142,54992
1143,54992
1144,54992
1145,54992
1146,54893
1147,54893
1148,54893
1149,54893
1150,54893
1151,54893
1152,54893
1153,54893
1154,54893
1155,54893
1156,54893
1157,54893
1158,54893
1159,54893
1160,54893
1161,54893
1162,54893
1163,54893
1164,54893
1165,54893
1166,54893
1167,54893
1168,54893
1169,54893
1170,54790
1171,54790
1172,54790
1173,54790
1174,54790
1175,54790
1176,54790
1177,54790
1178,54790
1179,54790
1180,54790
1181,54790
1182,54790
1183,54790
1184,54790
1185,54790
1186,54790
1187,54790
1188,54790
1189,54790
1190,54790
1191,54790
1192,54790
1193,54790
1194,54685
1195,54685
1196,54685
1197,54685
1198,54685
1199,54685
1200,54685
1201,54685
1202,54685
1203,54685
1204,54685
1205,54685
1206,54685
1207,54685
1208,54685
1209,54685
1210,54685
1211,54685
1212,54685
1213,54685
1214,54685
1215,54685
1216,54685
1217,54685
1218,54576
1219,54576
1220,54576
1221,54576
1222,54576
1223,54576
1224,54576
1225,54576
1226,54576
1227,54576
1228,54576
1229,54576
1230,54576
1231,54576
1232,54576
1233,54576
1234,54576
1235,54576
1236,54576
1237,54576
1238,54576
1239,54576
1240,54576
1241,54576
1242,54463
1243,54463
1244,54463
1245,54463
1246,54463
1247,54463
1248,54463
1249,54463
1250,54463
1251,54463
1252,54463
1253,54463
1254,54463
1255,54463
1256,54463
1257,54463
1258,54463
1259,54463
1260,54463
1261,54463
1262,54463
1263,54463
1264,54463
1265,54463
1266,54349
1267,54349
1268,54349
1269,54349
1270,54349
1271,54349
1272,54349
1273,54349
1274,54349
1275,54349
1276,54349
1277,54349
1278,54349
1279,54349
1280,54349
1281,54349
1282,54349
1283,54349
1284,54349
1285,54349
1286,54349
1287,54349
1288,54349
1289,54349
1290,54231
1291,54231
1292,54231
1293,54231
1294,54231
1295,54231
1296,54231
1297,54231
1298,54231
1299,54231
1300,54231
1301,54231
1302,54231
1303,54231
1304,54231
1305,54231
1306,54231
1307,54231
1308,54231
1309,54231
1310,54231
1311,54231
1312,54231
1313,54231
1314,54110
1315,54110
1316,54110
1317,54110
1318,54110
1319,54110
1320,54110
1321,54110
1322,54110
1323,54110
1324,54110
1325,54110
1326,54110
1327,54110
1328,54110
1329,54110
1330,54110
1331,54110
1332,54110
1333,54110
1334,54110
1335,54110
1336,54110
1337,54110
1338,53987
1339,53987
1340,53987
1341,53987
1342,53987
1343,53987
1344,53987
1345,53987
1346,53987
1347,53987
1348,53987
1349,53987
1350,53987
1351,53987
1352,53987
1353,53987
1354,53987
1355,53987
1356,53987
1357,53987
1358,53987
1359,53987
1360,53987
1361,53987
1362,53860
1363,53860
1364,53860
1365,53860
1366,53860
1367,53860
1368,53860
1369,53860
1370,53860
1371,53860
1372,53860
1373,53860
1374,53860
1375,53860
1376,53860
1377,53860
1378,53860
1379,53860
1380,53860
1381,53860
1382,53860
1383,53860
1384,53860
1385,53860
1386,53732
1387,53732
1388,53732
1389,53732
1390,53732
1391,53732
1392,53732
1393,53732
1394,53732
1395,53732
1396,53732
1397,53732
1398,53732
1399,53732
1400,53732
1401,53732
1402,53732
1403,53732
1404,53732
1405,53732
1406,53732
1407,53732
1408,53732
1409,53732
1410,53601
1411,53601
1412,53601
1413,53601
1414,53601
1415,53601
1416,53601
1417,53601
1418,53601
1419,53601
1420,53601
1421,53601
1422,53601
1423,53601
1424,53601
1425,53601
1426,53601
1427,53601
1428,53601
1429,53601
1430,53601
1431,53601
1432,53601
1433,53601
1434,53467
1435,53467
1436,53467
1437,53467
1438,53467
1439,53467
1440,53467
1441,53467
1442,53467
1443,53467
1444,53467
1445,53467
1446,53467
1447,53467
1448,53467
1449,53467
1450,53467
1451,53467
1452,53467
1453,53467
1454,53467
1455,53467
1456,53467
1457,53467
1458,53330
1459,53330
1460,53330
1461,53330
1462,53330
1463,53330
1464,53330
1465,53330
1466,53330
1467,53330
1468,53330
1469,53330
1470,53330
1471,53330
1472,53330
1473,53330
1474,53330
1475,53330
1476,53330
1477,53330
1478,53330
1479,53330
1480,53330
1481,53330
1482,53193
1483,53193
1484,53193
1485,53193
1486,53193
1487,53193
1488,53193
1489,53193
1490,53193
1491,53193
1492,53193
1493,53193
1494,53193
1495,53193
1496,53193
1497,53193
1498,53193
1499,53193
1500,53193
1501,53193
1502,53193
1503,53193
1504,53193
1505,53193
1506,53052
1507,53052
1508,53052
1509,53052
1510,53052
1511,53052
1512,53052
1513,53052
1514,53052
1515,53052
1516,53052
1517,53052
1518,53052
1519,53052
1520,53052
1521,53052
1522,53052
1523,53052
1524,53052
1525,53052
1526,53052
1527,53052
1528,53052
1529,53052
1530,52909
1531,52909
1532,52909
1533,52909
1534,52909
1535,52909
1536,52909
1537,52909
1538,52909
1539,52909
1540,52909
1541,52909
1542,52909
1543,52909
1544,52909
1545,52909
1546,52909
1547,52909
1548,52909
1549,52909
1550,52909
1551,52909
1552,52909
1553,52909
1554,52765
1555,52765
1556,52765
1557,52765
1558,52765
1559,52765
1560,52765
1561,52765
1562,52765
1563,52765
1564,52765
1565,52765
1566,52765
1567,52765
1568,52765
1569,52765
1570,52765
1571,52765
1572,52765
1573,52765
1574,52765
1575,52765
1576,52765
1577,52765
1578,52617
1579,52617
1580,52617
1581,52617
1582,52617
1583,52617
1584,52617
1585,52617
1586,52617
1587,52617
1588,52617
1589,52617
1590,52617
1591,52617
1592,52617
1593,52617
1594,52617
1595,52617
1596,52617
1597,52617
1598,52617
1599,52617
1600,52617
1601,52617
1602,52469
1603,52469
1604,52469
1605,52469
1606,52469
1607,52469
1608,52469
1609,52469
1610,52469
1611,52469
1612,52469
1613,52469
1614,52469
1615,52469
1616,52469
1617,52469
1618,52469
1619,52469
1620,52469
1621,52469
1622,52469
1623,52469
1624,52469
1625,52469
1626,52319
1627,52319
1628,52319
1629,52319
1630,52319
1631,52319
1632,52319
1633,52319
1634,52319
1635,52319
1636,52319
1637,52319
1638,52319
1639,52319
1640,52319
1641,52319
1642,52319
1643,52319
1644,52319
1645,52319
1646,52319
1647,52319
1648,52319
1649,52319
1650,52166
1651,52166
1652,52166
1653,52166
1654,52166
1655,52166
1656,52166
1657,52166
1658,52166
1659,52166
1660,52166
1661,52166
1662,52166
1663,52166
1664,52166
1665,52166
1666,52166
1667,52166
1668,52166
1669,52166
1670,52166
1671,52166
1672,52166
1673,52166
1674,52012
1675,52012
1676,52012
1677,52012
1678,52012
1679,52012
1680,52012
1681,52012
1682,52012
1683,52012
1684,52012
1685,52012
1686,52012
1687,52012
1688,52012
1689,52012
1690,52012
1691,52012
1692,52012
1693,52012
1694,52012
1695,52012
1696,52012
1697,52012
1698,51856
1699,51856
1700,51856
1701,51856
1702,51856
1703,51856
1704,51856
1705,51856
1706,51856
1707,51856
1708,51856
1709,51856
1710,51856
1711,51856
1712,51856
1713,51856
1714,51856
1715,51856
1716,51856
1717,51856
1718,51856
1719,51856
1720,51856
1721,51856
1722,51699
1723,51699
1724,51699
1725,51699
1726,51699
1727,51699
1728,51699
1729,51699
1730,51699
1731,51699
1732,51699
1733,51699
1734,51699
1735,51699
1736,51699
1737,51699
1738,51699
1739,51699
1740,51699
1741,51699
1742,51699
1743,51699
1744,51699
1745,51699
1746,51540
1747,51540
1748,51540
1749,51540
1750,51540
1751,51540
1752,51540
1753,51540
1754,51540
1755,51540
1756,51540
1757,51540
1758,51540
1759,51540
1760,51540
1761,51540
1762,51540
1763,51540
1764,51540
1765,51540
1766,51540
1767,51540
1768,51540
1769,51540
1770,51379
1771,51379
1772,51379
1773,51379
1774,51379
1775,51379
1776,51379
1777,51379
1778,51379
1779,51379
1780,51379
1781,51379
1782,51379
1783,51379
1784,51379
1785,51379
1786,51379
1787,51379
1788,51379
1789,51379
1790,51379
1791,51379
1792,51379
1793,51379
1794,51217
1795,51217
1796,51217
1797,51217
1798,51217
1799,51217
1800,51217
1801,51217
1802,51217
1803,51217
1804,51217
1805,51217
1806,51217
1807,51217
1808,51217
1809,51217
1810,51217
1811,51217
1812,51217
1813,51217
1814,51217
1815,51217
1816,51217
1817,51217
1818,51054
1819,51054
1820,51054
1821,51054
1822,51054
1823,51054
1824,51054
1825,51054
1826,51054
1827,51054
1828,51054
1829,51054
1830,51054
1831,51054
1832,51054
1833,51054
1834,51054
1835,51054
1836,51054
1837,51054
1838,51054
1839,51054
1840,51054
1841,51054
1842,50890
1843,50890
1844,50890
1845,50890
1846,50890
1847,50890
1848,50890
1849,50890
1850,50890
1851,50890
1852,50890
1853,50890
1854,50890
1855,50890
1856,50890
1857,50890
1858,50890
1859,50890
1860,50890
1861,50890
1862,50890
1863,50890
1864,50890
1865,50890
1866,50724
1867,50724
1868,50724
1869,50724
1870,50724
1871,50724
1872,50724
1873,50724
1874,50724
1875,50724
1876,50724
1877,50724
1878,50724
1879,50724
1880,50724
1881,50724
1882,50724
1883,50724
1884,50724
1885,50724
1886,50724
1887,50724
1888,50724
1889,50724
1890,50558
1891,50558
1892,50558
1893,50558
1894,50558
1895,50558
1896,50558
1897,50558
1898,50558
1899,50558
1900,50558
1901,50558
1902,50558
1903,50558
1904,50558
1905,50558
1906,50558
1907,50558
1908,50558
1909,50558
1910,50558
1911,50558
1912,50558
1913,50558
1914,50389
1915,50389
1916,50389
1917,50389
1918,50389
1919,50389
1920,50389
1921,50389
1922,50389
1923,50389
1924,50389
1925,50389
1926,50389
1927,50389
1928,50389
1929,50389
1930,50389
1931,50389
1932,50389
1933,50389
1934,50389
1935,50389
1936,50389
1937,50389
1938,50220
1939,50220
1940,50220
1941,50220
1942,50220
1943,50220
1944,50220
1945,50220
1946,50220
1947,50220
1948,50220
1949,50220
1950,50220
1951,50220
1952,50220
1953,50220
1954,50220
1955,50220
1956,50220
1957,50220
1958,50220
1959,50220
1960,50220
1961,50220
1962,50049
1963,50049
1964,50049
1965,50049
1966,50049
1967,50049
1968,50049
1969,50049
1970,50049
1971,50049
1972,50049
1973,50049
1974,50049
1975,50049
1976,50049
1977,50049
1978,50049
1979,50049
1980,50049
1981,50049
1982,50049
1983,50049
1984,50049
1985,50049
1986,49878
1987,49878
1988,49878
1989,49878
1990,49878
1991,49878
1992,49878
1993,49878
1994,49878
1995,49878
1996,49878
1997,49878
1998,49878
1999,49878
2000,49878
2001,49878
2002,49878
2003,49878
2004,49878
2005,49878
2006,49878
2007,49878
2008,49878
2009,49878
2010,49706
2011,49706
2012,49706
2013,49706
2014,49706
2015,49706
2016,49706
2017,49706
2018,49706
2019,49706
2020,49706
2021,49706
2022,49706
2023,49706
2024,49706
2025,49706
2026,49706
2027,49706
2028,49706
2029,49706
2030,49706
2031,49706
2032,49706
2033,49706
2034,49533
2035,49533
2036,49533
2037,49533
2038,49533
2039,49533
2040,49533
2041,49533
2042,49533
2043,49533
2044,49533
2045,49533
2046,49533
2047,49533
2048,49533
2049,49533
2050,49533
2051,49533
2052,49533
2053,49533
2054,49533
2055,49533
2056,49533
2057,49533
2058,49358
2059,49358
2060,49358
2061,49358
2062,49358
2063,49358
2064,49358
2065,49358
2066,49358
2067,49358
2068,49358
2069,49358
2070,49358
2071,49358
2072,49358
2073,49358
2074,49358
2075,49358
2076,49358
2077,49358
2078,49358
2079,49358
2080,49358
2081,49358
2082,49184
2083,49184
2084,49184
2085,49184
2086,49184
2087,49184
2088,49184
2089,49184
2090,49184
2091,49184
2092,49184
2093,49184
2094,49184
2095,49184
2096,49184
2097,49184
2098,49184
2099,49184
2100,49184
2101,49184
2102,49184
2103,49184
2104,49184
2105,49184
2106,49007
2107,49007
2108,49007
2109,49007
2110,49007
2111,49007
2112,49007
2113,49007
2114,49007
2115,49007
2116,49007
2117,49007
2118,49007
2119,49007
2120,49007
2121,49007
2122,49007
2123,49007
2124,49007
2125,49007
2126,49007
2127,49007
2128,49007
2129,49007
2130,48831
2131,48831
2132,48831
2133,48831
2134,48831
2135,48831
2136,48831
2137,48831
2138,48831
2139,48831
2140,48831
2141,48831
2142,48831
2143,48831
2144,48831
2145,48831
2146,48831
2147,48831
2148,48831
2149,48831
2150,48831
2151,48831
2152,48831
2153,48831
2154,48653
2155,48653
2156,48653
2157,48653
2158,48653
2159,48653
2160,48653
2161,48653
2162,48653
2163,48653
2164,48653
2165,48653
2166,48653
2167,48653
2168,48653
2169,48653
2170,48653
2171,48653
2172,48653
2173,48653
2174,48653
2175,48653
2176,48653
2177,48653
2178,48476
2179,48476
2180,48476
2181,48476
2182,48476
2183,48476
2184,48476
2185,48476
2186,48476
2187,48476
2188,48476
2189,48476
2190,48476
2191,48476
2192,48476
2193,48476
2194,48476
2195,48476
2196,48476
2197,48476
2198,48476
2199,48476
2200,48476
2201,48476
2202,48297
2203,48297
2204,48297
2205,48297
2206,48297
2207,48297
2208,48297
2209,48297
2210,48297
2211,48297
2212,48297
2213,48297
2214,48297
2215,48297
2216,48297
2217,48297
2218,48297
2219,48297
2220,48297
2221,48297
2222,48297
2223,48297
2224,48297
2225,48297
2226,48118
2227,48118
2228,48118
2229,48118
2230,48118
2231,48118
2232,48118
2233,48118
2234,48118
2235,48118
2236,48118
2237,48118
2238,48118
2239,48118
2240,48118
2241,48118
2242,48118
2243,48118
2244,48118
2245,48118
2246,48118
2247,48118
2248,48118
2249,48118
2250,47938
2251,47938
2252,47938
2253,47938
2254,47938
2255,47938
2256,47938
2257,47938
2258,47938
2259,47938
2260,47938
2261,47938
2262,47938
2263,47938
2264,47938
2265,47938
2266,47938
2267,47938
2268,47938
2269,47938
2270,47938
2271,47938
2272,47938
2273,47938
2274,47757
2275,47757
2276,47757
2277,47757
2278,47757
2279,47757
2280,47757
2281,47757
2282,47757
2283,47757
2284,47757
2285,47757
2286,47757
2287,47757
2288,47757
2289,47757
2290,47757
2291,47757
2292,47757
2293,47757
2294,47757
2295,47757
2296,47757
2297,47757
2298,47576
2299,47576
2300,47576
2301,47576
2302,47576
2303,47576
2304,47576
2305,47576
2306,47576
2307,47576
2308,47576
2309,47576
2310,47576
2311,47576
2312,47576
2313,47576
2314,47576
2315,47576
2316,47576
2317,47576
2318,47576
2319,47576
2320,47576
2321,47576
2322,47395
2323,47395
2324,47395
2325,47395
2326,47395
2327,47395
2328,47395
2329,47395
2330,47395
2331,47395
2332,47395
2333,47395
2334,47395
2335,47395
2336,47395
2337,47395
2338,47395
2339,47395
2340,47395
2341,47395
2342,47395
2343,47395
2344,47395
2345,47395
2346,47213
2347,47213
2348,47213
2349,47213
2350,47213
2351,47213
2352,47213
2353,47213
2354,47213
2355,47213
2356,47213
2357,47213
2358,47213
2359,47213
2360,47213
2361,47213
2362,47213
2363,47213
2364,47213
2365,47213
2366,47213
2367,47213
2368,47213
2369,47213
2370,47030
2371,47030
2372,47030
2373,47030
2374,47030
2375,47030
2376,47030
2377,47030
2378,47030
2379,47030
2380,47030
2381,47030
2382,47030
2383,47030
2384,47030
2385,47030
2386,47030
2387,47030
2388,47030
2389,47030
2390,47030
2391,47030
2392,47030
2393,47030
2394,46847
2395,46847
2396,46847
2397,46847
2398,46847
2399,46847
2400,46847
2401,46847
2402,46847
2403,46847
2404,46847
2405,46847
2406,46847
2407,46847
2408,46847
2409,46847
2410,46847
2411,46847
2412,46847
2413,46847
2414,46847
2415,46847
2416,46847
2417,46847
2418,46664
2419,46664
2420,46664
2421,46664
2422,46664
2423,46664
2424,46664
2425,46664
2426,46664
2427,46664
2428,46664
2429,46664
2430,46664
2431,46664
2432,46664
2433,46664
2434,46664
2435,46664
2436,46664
2437,46664
2438,46664
2439,46664
2440,46664
2441,46664
2442,46481
2443,46481
2444,46481
2445,46481
2446,46481
2447,46481
2448,46481
2449,46481
2450,46481
2451,46481
2452,46481
2453,46481
2454,46481
2455,46481
2456,46481
2457,46481
2458,46481
2459,46481
2460,46481
2461,46481
2462,46481
2463,46481
2464,46481
2465,46481
2466,46297
2467,46297
2468,46297
2469,46297
2470,46297
2471,46297
2472,46297
2473,46297
2474,46297
2475,46297
2476,46297
2477,46297
2478,46297
2479,46297
2480,46297
2481,46297
2482,46297
2483,46297
2484,46297
2485,46297
2486,46297
2487,46297
2488,46297
2489,46297
2490,46112
2491,46112
2492,46112
2493,46112
2494,46112
2495,46112
2496,46112
2497,46112
